temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
33.5,58.7,58.9,18.1,59.7,14.5,Diseased
30,53.9,52.8,51.7,74.1,24.4,Healthy
26.8,46,43.8,97.8,15.7,40.1,Diseased
38.1,60.2,21.1,56.8,53.2,30.6,Diseased
31.9,75.6,61.7,13.7,76.7,19.2,Diseased
34.3,63.2,69.1,19.8,77.3,41,Diseased
28.3,67.1,23.6,17.6,71.5,42.9,Diseased
23.9,86.2,54.6,52.3,71.9,14.9,Healthy
27.8,73.3,25.9,60.8,74.2,23.4,Diseased
26.6,55.9,59.5,29,60.3,21.3,Diseased
27.9,65.7,44.9,11.8,48.2,9.1,Diseased
23.7,60.8,44.8,67.2,36.7,24.6,Healthy
29.6,65.5,30.7,38.4,26.1,22.8,Healthy
32.4,49.6,66,24.6,78.3,35.1,Diseased
32,68.5,24.8,69,25.6,19,Diseased
20.4,74.6,23.8,75.7,22.7,49.3,Diseased
31,64.6,22,41.6,42,10.9,Diseased
28.3,82.1,52.4,71.2,68.3,19.6,Healthy
34,68.2,64.2,12.3,26.6,21.8,Diseased
36.6,60.1,55.1,22.1,41.4,42.6,Diseased
36,59.8,56,68.5,53.5,18.4,Healthy
22,69.7,67.6,36.2,62.6,9.8,Diseased
39.8,81,31.9,64.2,41,38.8,Healthy
28.3,44.8,44.3,28.5,49.2,37.8,Diseased
38.1,87.5,48.8,90.4,64.5,8.4,Diseased
23.9,41.7,25.8,90.2,36.5,40.8,Diseased
30.2,52.7,67.7,95.9,67.6,43.1,Diseased
31.5,78.8,45.6,55.5,36.1,36.2,Healthy
34.5,50.9,67.4,48.9,61.1,34.4,Diseased
26.4,59.3,55.3,17.1,38.3,28.9,Diseased
35.1,46.4,38.4,84.1,46,40.9,Healthy
20.6,44.6,42.7,82.8,69.4,11.5,Healthy
27.5,71.3,30.3,22.8,73.6,32.5,Diseased
29.5,68.9,51,51.8,75.9,17.2,Healthy
37.7,61.6,45.2,18.1,69.9,39.8,Diseased
32,85.7,40.6,32.9,18.1,5.7,Diseased
30.9,84.9,66,76.3,59.6,10.8,Diseased
30.2,58.9,49.1,65.9,51.5,15.2,Healthy
37.3,76.5,69.6,38.3,40.1,12.8,Diseased
26.7,72.5,23.5,54.5,40.6,5.9,Diseased
36.3,57.4,45.5,53.9,46,23.1,Healthy
37.1,88.2,33.9,93,33.9,43.3,Healthy
30.5,86.8,28.1,16.2,77,12.7,Diseased
23.7,76.5,26.9,60.1,71.8,20.1,Diseased
29.1,68.9,60.9,43.1,31.6,41.3,Diseased
36.8,79.5,29,67.4,66.3,21.8,Diseased
27.4,52.7,26.3,60.5,72.8,17.2,Diseased
27,50.4,58.6,92.2,33.9,44.2,Healthy
26.8,63.7,37.4,96.7,39.9,19,Healthy
24.3,42.4,44.3,79.6,58.2,17.1,Healthy
32,45,64.8,49.8,27.8,47.4,Diseased
37,78.2,67.2,32.1,20.8,26.8,Diseased
28.6,86.4,20.5,65.7,50.3,23.3,Diseased
24.6,45.8,48,59.4,22.1,18.8,Healthy
29.8,88,24.5,35.6,62.6,12.7,Diseased
31.2,74.4,23,21.3,70.5,16.9,Diseased
24.7,76.1,50.4,17.1,36.7,47.5,Diseased
25.6,47.8,49,99.8,58.4,34.3,Healthy
32.8,71.3,40.1,67.4,37,35.5,Healthy
37.5,62.2,31.5,38.9,13.4,27.8,Diseased
36.7,87.9,53.4,21.5,56,9,Diseased
25.1,44.5,64.6,99.6,76.5,24.2,Diseased
33.3,72.5,63.8,85.3,40.7,27.1,Diseased
35.1,54.2,40.5,99.5,73.2,30.5,Healthy
34.2,41.9,66.2,88.7,62.9,43.2,Diseased
20.8,52.4,28.3,21.9,32.3,17.5,Diseased
35.7,80.2,42.4,73.6,54,39.9,Healthy
35.8,81.4,27.3,91.7,45.2,36.6,Diseased
27.9,54.8,69,69.2,28.9,14.2,Diseased
33.2,43,25.3,44.5,63,36,Diseased
24.3,64.1,33.8,79.6,28.8,17.5,Healthy
30,78.7,57.3,20.8,13.3,36.8,Diseased
26.8,46.4,25.2,43,48.8,17.2,Diseased
39.3,49.7,68.4,44.5,14.4,8,Diseased
28.9,64.4,68.2,64.3,42.4,17.9,Diseased
31.3,42.8,34.3,25,68.1,32.2,Diseased
27,64,41.9,86.7,63.5,18.4,Healthy
20.6,79.1,31.1,13.7,55.7,24.3,Diseased
32.7,65.2,31.1,98.8,26.1,19.1,Healthy
28.6,59.9,42.9,46.4,48,48.3,Healthy
22.1,52.3,57.5,84.5,41.6,7.4,Diseased
36.8,75.3,30,28.4,63.5,37.2,Diseased
32.1,52.7,26.8,68.3,53.6,33.8,Diseased
27.5,77,68.7,88.4,78.7,9.1,Diseased
36.5,76.7,48,88.7,60.3,21.7,Healthy
35.3,85.2,29,94.1,22.2,11.5,Diseased
37.3,62.6,28.6,78.5,69.6,47.9,Diseased
29.2,44,41.4,75.7,60.2,44.6,Healthy
35.8,47.5,50.3,30.2,41.3,19.7,Healthy
25.3,54,55,59.3,27.5,10.7,Healthy
38.1,64.7,35.8,39.4,31.8,40.7,Healthy
27,67.8,46.6,100,27.4,43.4,Healthy
32.3,84.6,62.2,21.7,15.9,10.7,Diseased
24.9,55.2,28.8,30.2,77.1,26.5,Diseased
23.4,40.8,40.6,75.6,75.7,24.8,Healthy
36.4,56.8,21,90.3,74.9,45.6,Diseased
33.8,84.4,42.9,29.4,60.2,6.4,Diseased
38.9,80.2,55.1,48.7,12,39.6,Diseased
33.1,64.7,52,83.5,11.1,6.4,Diseased
29.2,43.6,44.2,39.2,48.9,41.7,Healthy
20.4,73.8,41.1,49.7,44.3,30,Healthy
34.5,65.8,66.4,86.9,40.7,25.7,Diseased
34.4,65.3,51.4,39.8,24.8,24.6,Healthy
34,61.4,20.2,64.8,50.1,44.1,Diseased
24.2,71.9,58.4,64.6,60.5,49.2,Healthy
32.4,51.9,44.8,34.7,10.4,44.1,Diseased
32.8,82.1,67.6,97.1,17,11.1,Diseased
21.6,72.4,54.3,46.6,54.7,7.9,Diseased
33.5,82.5,65.4,30.2,59.4,5.3,Diseased
36.4,55.3,33.5,66.2,65,41.8,Healthy
25.3,49.4,49.6,51.4,78.8,35.6,Healthy
38,75.7,58.8,47.9,77.7,33.3,Healthy
39.9,76.5,60.5,97.4,50.6,8.1,Diseased
23.2,62.6,43.2,50.3,53.6,31.8,Healthy
26.1,89.9,28.2,16,58.5,17.2,Diseased
25.1,53.1,31.2,72.7,50,31.4,Healthy
30.9,80.3,40.3,16.1,26,25.3,Diseased
34.1,71.9,36.5,47.6,16.9,47.4,Diseased
39.7,77.2,29.3,42.8,24.7,6.3,Diseased
20.9,81.6,27.2,86,56.4,37.2,Diseased
36.4,74.5,30.8,77.2,19,47.6,Diseased
28,42.8,59.6,24.9,23.5,17.3,Diseased
33.7,76.7,35.6,50.6,57.7,48.7,Healthy
36.8,68.1,35.2,71.4,73.7,49.9,Healthy
24,78.6,22.5,15.1,49,7.3,Diseased
36.9,59.3,46.1,44.9,33.8,45.6,Healthy
20.9,60.7,48.4,96.6,55.4,14.2,Healthy
30.7,49.9,32.5,94.4,68.7,12.5,Healthy
36.1,72.2,23.2,68.7,53.8,35.7,Diseased
30.7,69.3,25,68.4,61.9,48.7,Diseased
27,86.2,25.2,81.4,31.9,8.3,Diseased
22.5,72.1,49.8,76.5,70.8,44,Healthy
26,61.4,56,34.3,63.1,47.9,Healthy
33,70.3,29.1,23.3,49.2,25.8,Diseased
36.9,42.7,46,61.4,39.1,29.8,Healthy
35.9,54.5,29.9,69.6,47.7,17,Diseased
24.7,52.2,52.8,61.3,76.2,31.1,Healthy
30.6,58.7,46.4,63.7,33.8,25.7,Healthy
26.4,74.3,21.7,60.3,41.7,41.9,Diseased
32.6,78,27.7,64.4,47.8,30.1,Diseased
32,74.2,64.5,21.6,11.9,21.4,Diseased
25.1,53.8,37.7,32.2,60.7,38.8,Healthy
31.1,77.2,46,70.8,42,17.8,Healthy
35.7,86.4,50.4,46.3,74.6,15.4,Healthy
21.6,48.7,30.3,62.4,62.2,33.9,Healthy
22.4,81.7,31.9,62.9,64.7,37.2,Healthy
25.4,50,40.6,29,47.2,11.3,Diseased
27.7,46,60.9,80.7,54,28.6,Diseased
37.5,86.1,59.1,27.4,74.3,40.5,Diseased
27.9,50.7,50.6,13.2,32.7,26.4,Diseased
26.9,64.4,53.9,69.8,42.5,18.3,Healthy
36.1,74.7,59.2,73.2,16.8,34.3,Diseased
36.7,72.6,52.7,95.7,63,20.7,Healthy
35.6,58.8,24.1,21,57.4,28.9,Diseased
31.4,65.9,23.8,94.3,70.3,45.2,Diseased
36.6,63.4,62.2,36.8,79.2,47.5,Diseased
35,75.6,49.5,74.9,43.7,30.7,Healthy
30.2,53.1,69.6,93.6,74.8,20.9,Diseased
37.1,85.1,55.6,15.2,55.7,15.8,Diseased
25,71.6,67.9,81.9,52,5.9,Diseased
37.7,66.1,36.6,27.7,80,10.1,Diseased
27.8,54.8,35.1,13.6,68.4,14,Diseased
23.8,54.8,60.5,41.4,35,8.2,Diseased
33.5,78.8,55.6,40,44,38.5,Healthy
37.2,46.2,66.3,27.2,52,30.7,Diseased
26.9,72.7,29.1,79.8,12.1,32.8,Diseased
35.7,75.9,29.4,31,60.4,27.7,Diseased
37.2,48.9,58.9,84.5,41.1,15.3,Healthy
39.3,77.3,25.8,42.5,33,25.1,Diseased
33.4,46.6,38.8,41.3,39.4,27.3,Healthy
28.1,48.3,37.8,81.4,35.8,17.9,Healthy
31.8,61.2,42.2,44.3,15.8,36.3,Diseased
21.5,87,69.6,54.2,70.2,23.5,Diseased
29.3,83.1,39.5,16.2,25.5,12.8,Diseased
29.1,79.5,20.4,48.1,52,48.1,Diseased
36.2,65.3,25,50.5,38.1,7.2,Diseased
21.9,58.5,26.6,87.6,20.8,14.7,Diseased
36.4,81.8,53.5,82.3,55.4,25.4,Healthy
30.6,58.4,49.3,39.2,25,16.6,Healthy
26.9,82.2,63.2,45.7,79.6,30,Diseased
23.4,69.9,32.2,12.2,69,22.3,Diseased
29,85.9,66.8,84.3,56.7,25.2,Diseased
26.2,78.2,33.8,54.9,35,7.1,Diseased
37.9,87.2,30.8,35.8,47.2,37.7,Healthy
30.5,76.8,42.4,48.3,73.6,26.7,Healthy
22.6,57.9,43.4,32.5,60.5,21.2,Healthy
32,60,28.8,16,28.5,35.9,Diseased
34.6,75.4,37.1,87.5,73.3,48.6,Healthy
29,41.7,45.5,98.9,50.5,18.8,Healthy
20.2,74.9,69.3,97,29.2,38,Diseased
33.7,75,27.1,63.7,56.3,14.5,Diseased
23.7,42.2,64.4,18.5,48.3,27.3,Diseased
21.7,83.3,21.6,83.5,77.5,24.5,Diseased
25.1,59.4,24.4,23.3,59,49.9,Diseased
27.8,44,43.3,86.7,17.4,45.1,Diseased
22.7,83.7,58.4,25.4,22.6,15.2,Diseased
31,72.9,55.4,62.1,33.8,35.9,Healthy
38.4,78.7,21.1,35.9,31.2,36,Diseased
38.5,72.3,22.5,32,48.1,23.6,Diseased
21.8,57.7,21.3,21.4,72.7,41.1,Diseased
23.9,80.7,34.3,15.3,73.8,13.8,Diseased
21.1,55.1,65.1,79.9,44.7,24.3,Diseased
38.4,83.9,68.3,73.2,53.7,30.6,Diseased
30.7,56.8,50.6,62.1,63.5,11.8,Healthy
21.8,63.9,21.4,70.4,26.7,26.3,Diseased
26.3,68.5,50.2,25.7,62,41.8,Diseased
33.5,56.6,38.5,26.9,57.7,8.5,Diseased
25.9,55.6,56.4,61.7,45.4,7.3,Diseased
25.1,53.8,62.4,24.5,60.5,13.9,Diseased
20.5,41.1,61.4,82.5,68.1,47.4,Diseased
30.6,60,46,68.7,54.4,33.5,Healthy
25.4,82.8,41.5,25.3,16,9.1,Diseased
20.8,43.5,68.1,31,27.3,14.6,Diseased
32.2,66.7,65.2,76.3,30.8,10.7,Diseased
32.8,65.7,48.4,40.9,38.2,35.9,Healthy
38.1,64.3,21.1,29.2,62.3,44.1,Diseased
31.2,66.5,37.2,22.8,24.4,30.8,Diseased
38.2,78.5,57.6,97.8,45.2,8,Diseased
35.7,88.7,26.2,57.8,55.7,27.4,Diseased
35.8,65.3,21,20.3,42.6,20.6,Diseased
22.2,50.7,47.6,55.2,65.3,30.4,Healthy
24.1,57,52.7,77.5,47.2,20.4,Healthy
38.9,75.5,39.3,14.6,64.4,42.9,Diseased
26,65.4,22.5,12.5,41.3,12.5,Diseased
33.3,47.7,60.9,68.2,74.9,33.3,Diseased
39.1,55,26.3,67.9,26.9,19.7,Diseased
34.8,43.5,43.1,36.8,23.2,6.3,Diseased
38.8,48.2,69.4,46.9,37.3,36.3,Diseased
27.1,48.3,35.4,80.2,69,7.6,Diseased
35.8,46.9,49.2,70.9,52.6,32.8,Healthy
34.1,41.6,29.2,15.4,22.8,43.5,Diseased
26.7,85.4,49.5,71.7,12.1,7.2,Diseased
34.2,82.8,67.3,93.4,74.9,41.7,Diseased
30,71.2,23.5,76.7,25.4,38.1,Diseased
23,66.9,25,11.7,53.7,28.5,Diseased
24.9,46.5,20.1,63.5,16.7,38.5,Diseased
34.8,77.1,62.6,31.4,67.6,39.7,Diseased
26.7,77.2,25.5,64.8,37.6,39.9,Diseased
30,66.4,46.5,90,38.9,22.5,Healthy
25.4,40.1,37.8,89.3,69.9,31.7,Healthy
26.2,58.9,51,66.8,18.5,5.8,Diseased
23.8,79.7,66.8,93.4,59.5,26.5,Diseased
32.6,52,49.4,54.5,10.6,44.5,Diseased
32.1,84,50.1,69.1,67.1,32.6,Healthy
23.4,88.7,20.6,88.1,39.2,32.8,Diseased
24.3,45.2,49.9,95.9,37.2,15.8,Healthy
20.6,88.7,37.7,61.3,72.8,40.3,Healthy
39.9,54.9,46.3,53.4,19.7,20.1,Diseased
37,47.2,52.3,65.6,10.9,20.1,Diseased
30.8,47.3,31.7,98.4,59,13.7,Healthy
23.9,85.8,47.7,90.1,36.7,8.7,Diseased
36.2,89.3,56.5,98.6,56.7,28.8,Healthy
21.8,56.2,55.5,32.7,78.4,15.4,Healthy
27.5,44.7,26.9,72.1,15.2,40.3,Diseased
36.5,85.2,49.3,38.3,57,36.1,Healthy
27.3,85,67.7,29.4,72.5,10.3,Diseased
21.2,69.3,27.1,95.1,54.7,12.8,Diseased
27.7,71.9,33.5,48.5,48,39.4,Healthy
22.1,51.9,52.2,21,61.4,45.1,Diseased
39,68.6,63,75.1,21.5,32.1,Diseased
29.7,79.1,46.8,41.3,43.5,43.5,Healthy
37.5,49.2,21.7,49.1,15.8,8.1,Diseased
35.6,55.1,62.5,79.1,54,11.6,Diseased
27.7,59.9,49.9,65.3,67.1,39.9,Healthy
37.7,86.8,57.3,19.1,17.9,33.3,Diseased
30.4,63.6,27,63.5,36.7,18.6,Diseased
31.7,71,35.2,64.9,27.5,17.8,Healthy
32.5,65.9,48.1,77.7,15.2,23.9,Diseased
30.1,62.5,55.1,95.7,16.8,44.6,Diseased
34.8,60.1,29.1,89.8,13,21.7,Diseased
22.5,56.6,50,71.5,46,26.1,Healthy
23.6,88.8,33.4,12.1,78.2,9,Diseased
39.9,41.7,21.8,81.3,15.6,14,Diseased
22,56.4,42.7,55.1,69.7,45.4,Healthy
35.4,77.9,41.8,20.7,11.5,48.3,Diseased
34.8,51.1,57.8,80,10.8,5.8,Diseased
33.1,68,33.7,73.4,13.1,43.8,Diseased
38.9,71.8,43.9,64.1,54.7,7,Diseased
27.5,70.6,48.9,73.4,77.5,40.8,Healthy
35.6,86.5,57.1,91.8,17.9,6,Diseased
24.7,64.4,60.6,13.7,63.2,43.6,Diseased
38.4,53.7,61.6,49.4,47.7,49.3,Diseased
38.2,84.7,26.4,23.8,36.8,20.8,Diseased
26.8,55.8,31.8,86.5,60.7,37.6,Healthy
26.4,54.9,23.4,38.8,32.1,10.2,Diseased
26.6,53.6,21.2,32.2,27,27.5,Diseased
23.9,79.3,51,88,43.7,41.7,Healthy
23.4,79.7,56.4,97.8,13.6,23.2,Diseased
39.3,57,27.4,40.3,58.2,21,Diseased
25,83.3,60.3,65.4,61.2,38,Diseased
30.6,87.8,41.9,43.3,79.6,29.4,Healthy
21.3,89.4,57.7,86.5,25.6,23.8,Healthy
29.8,68.6,31.6,50.8,52.8,43.6,Healthy
23.3,40.5,40.4,15.5,59,23.5,Diseased
26.7,47.8,38.3,68.3,64.7,44.3,Healthy
24.1,79.4,52.5,63.2,55.7,18.1,Healthy
33.2,68.6,60.8,46.4,31.2,26.2,Diseased
35.7,57.8,50,67.5,60.9,24.3,Healthy
39.2,82.1,37.1,60.9,19.7,43.6,Diseased
32.4,86,66.6,93.7,76.1,45.2,Diseased
27.5,83.6,31,23.7,50.7,35.2,Diseased
20.6,67.6,32.1,57.2,49,35.4,Healthy
38.6,88.3,65.5,92.5,48.2,29.7,Diseased
24.1,86.7,49,98,73.1,13.6,Healthy
22.5,89.1,24.6,88.6,13.7,35,Diseased
22.2,87.5,65.2,14,79,18.4,Diseased
22.4,53.2,36.1,45.5,45.4,21.3,Healthy
32,47.8,58.8,85.2,46.5,26.6,Healthy
20.5,65.9,37.8,74.3,55.9,17.5,Healthy
24.7,88.8,22.3,12.7,78.4,6.1,Diseased
39.7,71.6,51.4,86.5,58.2,30.6,Healthy
35.6,55.5,41.1,92,40.3,25.2,Healthy
38.1,61,43.8,68.8,74.6,7.2,Diseased
33,72.8,25.9,89.3,48.9,28.8,Diseased
31.8,46.1,54.3,72.4,30.4,39,Healthy
29.9,45.5,62,72.2,77.2,42.5,Diseased
24,64.3,33.3,89.1,54.3,5.2,Diseased
36.3,84.7,26.8,24.1,43.3,33.4,Diseased
36.5,47.1,37,64.3,16.2,28.4,Diseased
27.7,85.7,68.5,71.7,36.1,41.8,Diseased
22,40.5,67,88.5,72.9,29.3,Diseased
38.9,48.2,53.3,72.5,61.4,37.7,Healthy
33.9,41.4,66.1,98.4,41.5,14.6,Diseased
29.6,46.3,22.4,70.6,42.8,21.8,Diseased
24.8,45.3,37,72.5,66,40.6,Healthy
31.4,80.6,20,94.7,77.9,17.2,Diseased
24.3,64.1,41,23,61.6,44.6,Diseased
26.6,69.7,64.4,75.7,24.9,34.9,Diseased
38.7,41.3,35.8,43.6,61.9,41.3,Healthy
38.8,85,44.5,49.8,11.9,11.5,Diseased
28,83,34.7,81.9,44.8,16.2,Healthy
37.9,55,32.7,20.5,10.8,36.7,Diseased
27.5,63.4,67.5,44.6,40.2,26.1,Diseased
24.3,45.1,48.4,22.1,42.5,10,Diseased
29,83.9,21.4,96.8,45.3,43.3,Diseased
39.8,74.3,32.2,47.8,68.7,44.6,Healthy
36.6,45.9,50,57.9,31,32.4,Healthy
35.9,41.7,53.9,14.6,19.8,23.6,Diseased
37.2,52.1,67,93.9,31.4,46.7,Diseased
25.2,61.1,43.2,19.6,66.2,14.1,Diseased
28.3,68.7,35.5,96.8,65.1,37.4,Healthy
30.3,83.2,23.8,64.1,66.2,32.7,Diseased
31.2,48.9,30.8,72.5,74,20.9,Healthy
35.6,56.8,45.3,58.6,57.6,20.3,Healthy
29,68.3,27.1,80.7,27.4,44.6,Diseased
23.1,51.5,56.7,88.1,34.8,41.3,Healthy
23.8,89.9,24.1,96.1,54.2,18.6,Diseased
34.3,54.4,45.7,26.2,32.8,22.4,Diseased
33.6,62.2,49,94,38.5,48.2,Healthy
30,40.2,40.1,26.2,38.8,5.7,Diseased
23.9,83.3,26.8,21.5,20.8,13.4,Diseased
27.4,79.7,65.2,67.1,42.2,29.5,Diseased
24.8,86.2,46.1,58.5,31.3,19.2,Healthy
35.4,67.3,54.7,32,45.6,38.4,Healthy
37.3,47.9,61.5,59,56.3,10.4,Diseased
30.3,63.3,63.4,94.3,36.5,27,Diseased
39.5,40.8,46,37,68.4,25,Healthy
25.6,76.1,59.4,85.6,40.1,11.5,Healthy
26.2,46.9,37.2,44.8,61.3,38.8,Healthy
39.6,76.5,22.7,98,44.7,28.3,Diseased
35.1,53.8,52.7,68.7,77.6,32.3,Healthy
23.6,63.2,59.2,15.4,76.2,25.4,Diseased
32.9,84.4,55,89.3,71.2,40.3,Healthy
24.4,57.2,28.7,36.8,19.2,5.5,Diseased
31.4,71.1,25.5,45.5,77.4,32.4,Diseased
20.7,56.4,33.7,35.9,21.3,44.2,Healthy
21.2,54.9,41.3,75.7,43,23.2,Healthy
26.2,78.1,56.3,25.4,34.9,44.1,Diseased
24.4,62,48,91.3,40.4,31.6,Healthy
36.9,58.6,50.3,47.5,48.5,27.5,Healthy
38.6,45.3,27.2,30.2,64.4,12.7,Diseased
38.8,53.4,53.9,80.3,59.2,15.8,Healthy
31.9,55.9,22,55.3,19.8,28.9,Diseased
21.3,81.2,54.6,79.3,29.2,18,Healthy
20.5,57.2,38.4,80.6,77.4,33.7,Healthy
36,84.5,40.1,26.4,21,22.2,Diseased
36.6,63.4,57.2,46.1,33.6,8.3,Diseased
32.1,74.5,40.2,54.3,24.1,11.6,Healthy
31.8,43.4,60.5,72.4,28.3,26.9,Diseased
31.9,78.8,39.7,51.3,39.8,12.6,Healthy
33.7,46.6,38.8,30,10.2,36.4,Diseased
34.5,57.9,22,44.4,50.7,22.5,Diseased
31.4,73.7,41,98.4,25.2,36.6,Healthy
34.1,75.7,51.1,82.1,45.4,11.7,Healthy
37.9,79.3,31.2,50.2,70.6,24.1,Healthy
26.7,64.1,41.6,10.8,43.7,10.1,Diseased
28.9,71.6,47.6,20.4,39.1,31.7,Diseased
37.4,56.5,69.8,89.1,59.1,6.7,Diseased
31.2,77.6,39.9,58.1,44,29.6,Healthy
30.3,60.4,23.3,42.8,17.5,8.5,Diseased
37.6,57.6,43.7,61.5,62.8,15.9,Healthy
34.5,79.4,40.1,97.2,11.2,8.5,Diseased
39.9,66.9,65.3,99,46.1,33.7,Diseased
25.3,64.5,27.8,72.7,41.2,37.6,Diseased
39.6,41.7,62.8,97.7,67.5,15.6,Diseased
27,41.4,66.3,93.3,18.5,5,Diseased
33.6,77.1,56.9,73.8,31.2,38.6,Healthy
21,57.9,65.8,30,22.2,11.8,Diseased
35.9,64.8,23,28.9,18,38.3,Diseased
25.2,76,50,10.3,59.1,22.7,Diseased
34.4,58.9,62.4,71.6,25.4,32.3,Diseased
36.7,84.1,36.7,51.9,47.9,36.4,Healthy
36.1,68.7,52.3,73.3,35.3,37.1,Healthy
35.9,61.8,40.3,40.1,21.2,16.6,Healthy
35,79.7,65.4,29.9,67.5,38.3,Diseased
22.7,41.3,40.4,64.5,62.6,49,Healthy
37.7,70.9,69.3,43.1,75.6,6.2,Diseased
34,70.8,57.1,60.5,42.6,15.2,Healthy
21.1,49.4,28.6,24.6,37.2,21.5,Diseased
31.6,54.5,45.6,78,30.3,42.6,Healthy
34.2,83.5,23,65.4,59,17.6,Diseased
38,85.9,62,27,51.9,11,Diseased
37.4,45.3,69.6,94.2,22.6,33.7,Diseased
27.2,69.5,38.3,15.8,31.6,43.6,Diseased
36.8,84.8,70,51.6,50.7,23.3,Diseased
27.5,49.7,64.1,60.4,74.1,47.8,Diseased
20.4,48.3,61.7,68.8,38.6,18.2,Diseased
39.2,53.9,54.7,77.1,67.6,20.6,Healthy
20.4,46.3,22,68.2,32.3,11.9,Diseased
34.5,71.4,21.3,41.3,15.7,40.8,Diseased
35.9,74.7,21.6,90.8,58.1,47.2,Diseased
28.4,89.7,68.2,33.5,18.5,49.1,Diseased
29.7,71.8,33.8,51.5,16.5,34.9,Diseased
39.2,57.7,41.5,26.9,30.6,30.6,Diseased
22.7,86.5,22.8,79.8,77.9,10.4,Diseased
22.6,84.1,69.2,58.4,13,34.8,Diseased
23.7,44.4,57.7,20.3,35.9,23.1,Diseased
26.7,47.9,59.8,45.2,48.1,42.8,Healthy
35.3,58.1,58.9,39.8,11.3,13.9,Diseased
27.2,85.9,42.5,10,18.7,14.5,Diseased
32.9,56.4,44.6,37.7,54.6,35.9,Healthy
21.5,44.1,30.7,37.9,77.2,34.2,Healthy
38.9,82.1,63.3,24.8,71.6,33.5,Diseased
37.3,68.4,28.6,10.9,54.1,28.2,Diseased
36.3,83,54.6,43.5,53.8,27.3,Healthy
23.9,78.6,32.1,35.3,38,34.9,Healthy
23.4,68.1,20.2,95.2,59.3,9.9,Diseased
40,50.5,60.7,79.2,48.3,30.7,Diseased
32.1,83.6,65.6,83.5,10.3,22.4,Diseased
21.2,43.6,49.8,31.2,42.3,9.4,Diseased
27.1,71.3,63.9,88,62.9,17.9,Diseased
28.5,42.7,31.9,28.2,17.5,8.4,Diseased
28.1,51.9,47.7,53.2,18,41.4,Diseased
39.8,42.2,43,46.9,71.5,43.9,Healthy
28.3,68.5,32.1,80.8,33.8,44.8,Healthy
30.7,46.5,56.9,35.2,20,47,Healthy
20.8,48.3,65.6,95.4,63.4,33.3,Diseased
25.9,69,67,46.3,17,6.8,Diseased
23.1,50,56,76.3,75.7,20.6,Healthy
31.2,84.2,60.8,15.5,79.4,21.8,Diseased
33.8,59.6,31.2,70.7,75.3,31.5,Healthy
22,67.8,25.6,28.4,72.6,16.6,Diseased
24,57.1,68,33.4,30,21.2,Diseased
38.9,58.8,34,18.4,80,35.5,Diseased
23.8,69.4,66.4,31.6,66.2,9.6,Diseased
28.3,50.6,43.6,93.6,43.3,47,Healthy
37,64.3,35.9,10.7,73.7,6.7,Diseased
36.6,73.2,64.1,74.9,15.8,38.4,Diseased
28.8,55.5,49.1,66.1,16.4,27.4,Diseased
30.5,81.7,38.7,87.6,53.1,48.7,Healthy
28.3,81.3,66.1,38.8,45.9,45.8,Diseased
33.6,48.7,28.1,74.5,49.7,9.2,Diseased
27.2,64.2,23.2,67.6,45.6,33.5,Diseased
38.2,74.4,48.2,81.1,28.2,28.9,Healthy
36.5,60.6,27.9,23.8,45.8,35.9,Diseased
33.8,81.9,56.7,18.1,52.1,9.2,Diseased
39.7,74.8,64.4,42,17.2,23.5,Diseased
36.2,62,28.1,53.1,47.9,22.4,Diseased
34.8,86.1,52.7,23.9,30.6,29.4,Diseased
35.5,73.7,47,73.9,73.8,21.9,Healthy
38.5,51.8,62.6,41.1,57.1,46.1,Diseased
37.7,48.2,62,33.4,72.3,7,Diseased
29,82.2,25.2,61.8,50.1,42.1,Diseased
27.9,58.5,51.2,77.4,47.1,25.5,Healthy
23.5,81.7,39.2,99.9,21.5,41.2,Healthy
23.3,73.7,54.6,61.6,75.5,21.6,Healthy
36.1,66.7,38.6,18.9,38.3,41.6,Diseased
21.2,43.3,60.9,58.2,51,39.5,Diseased
30.8,49,29.5,72.5,44.7,18.3,Diseased
39,84.1,21.2,25.2,18.4,41.8,Diseased
28.2,76.1,64.9,54,50.1,48.4,Diseased
31.4,57.8,48.7,23.8,52.9,28.1,Diseased
36,78.2,55.6,82.6,29.1,43.5,Healthy
23.2,60.7,40.2,31.9,42.2,46,Healthy
39.1,40.3,55.7,93.8,15.9,37.3,Diseased
31.7,70.9,56.6,56.6,79.2,36.5,Healthy
22.5,41.7,38.9,11.3,47,15,Diseased
27.3,60.7,44.5,22.9,51,32.2,Diseased
36,64.4,36.8,82.8,23.3,9.1,Diseased
32.7,61.3,39.8,34.7,23.5,39.6,Healthy
37.3,80.6,22.5,13.4,77.6,11.6,Diseased
20.8,69.8,50.5,59.5,31.1,17.2,Healthy
37.8,64.9,29,80.2,13.1,10.7,Diseased
20.8,47.7,69.5,73.2,33,21.8,Diseased
23.7,68.6,53.8,50.7,10.4,40.2,Diseased
32.4,49.3,53.3,15.4,35.6,39.8,Diseased
21,57.2,21.4,34.6,10.6,15.6,Diseased
33.3,89.8,34.5,97.9,40.5,21.5,Healthy
39,88.3,41.3,76.2,54.7,27.7,Healthy
27,81.3,67.8,72.4,16,33.8,Diseased
26,82.5,49.2,89.5,72.4,50,Healthy
20.4,79.5,56,98.2,77.7,18.1,Healthy
